0,37,28,99,57,60,141,421,0,191,283,0,0,0,154
0,221,289,348,331,218,306,1219,0,719,840,0,0,2,474
0,7,3,26,77,22,53,78,0,133,116,0,0,0,89
0,19,66,183,74,135,166,459,0,130,74,0,0,0,286
0,65,30,128,90,93,364,498,0,290,362,0,0,0,362
0,136,17,240,554,299,535,355,0,987,487,0,0,0,441
0,36,18,182,72,278,195,601,0,624,395,0,0,0,251
0,0,100,0,112,115,31,110,0,132,201,0,0,0,355
0,211,32,177,104,287,351,780,0,768,719,0,0,0,245
0,113,116,64,46,76,175,508,0,217,159,0,0,0,131
0,28,147,62,73,52,107,344,0,164,165,0,0,0,164
0,58,81,96,237,170,271,264,0,367,261,0,0,0,168
0,52,43,104,78,91,333,558,0,374,138,0,0,0,200
0,62,278,57,117,4,130,117,0,178,109,0,0,0,122
0,453,57,2506,423,389,3152,6209,0,1527,1614,0,0,0,2005
0,54,155,29,192,84,153,166,0,265,155,0,0,0,139
0,7,1,12,1,20,45,17,0,27,26,0,0,0,8
0,288,1508,152,657,581,634,632,0,1541,1220,0,0,0,552
0,364,98,337,198,328,1297,763,0,1328,911,0,4,0,858
0,188,466,292,248,317,678,1127,0,513,361,0,0,0,465
0,74,84,82,147,111,504,435,0,270,251,0,0,0,331
0,2,1,2,4,12,10,3,0,14,7,0,0,0,12
0,130,414,170,215,155,243,902,0,494,249,0,0,0,123
0,48,33,66,108,65,120,213,0,350,161,0,0,0,93
0,37,29,124,43,49,165,377,0,147,134,0,0,0,136
0,26,94,28,43,17,58,95,0,44,76,0,0,0,108
0,63,85,77,48,62,136,329,0,169,218,0,0,0,116
0,129,42,294,69,270,628,771,0,585,539,0,0,0,502
0,30,0,47,43,19,65,77,0,174,35,0,0,0,119
0,53,45,90,78,30,104,261,0,121,90,0,0,0,21
0,39,65,44,44,33,120,183,0,146,125,0,0,0,60
0,30,11,11,3,5,43,47,0,32,35,0,0,0,17
0,75,55,32,113,132,257,133,0,302,280,0,0,0,144
0,27,50,12,18,12,20,36,0,30,60,0,0,0,16
0,80,102,95,54,32,206,296,0,116,315,0,0,0,240
0,11,85,18,83,38,95,31,0,109,98,0,0,0,40
0,76,246,58,134,70,122,103,0,226,297,0,1,0,65
0,112,1428,112,127,60,339,687,0,239,207,0,0,0,238
0,80,72,92,153,100,297,251,0,374,384,0,0,0,450
0,24,26,10,116,18,91,29,0,128,108,0,0,0,74
0,77,165,68,114,75,281,233,0,320,385,0,0,1,160
0,130,507,256,215,96,466,495,0,513,909,0,0,0,288
0,86,162,83,124,39,319,137,0,182,617,0,0,0,162
0,129,99,120,108,74,399,453,0,464,961,0,0,0,568
0,39,2,52,40,12,110,43,0,88,170,0,0,0,122
0,28,189,23,77,8,78,162,0,176,142,0,0,0,117
0,46,97,46,97,63,113,83,0,264,292,0,0,0,83
0,63,158,44,75,76,141,157,0,189,428,0,0,0,170
0,96,39,70,152,115,302,205,0,233,289,0,0,0,235
0,4,2,25,95,5,61,148,0,39,51,0,0,0,171
0,41,98,103,27,48,161,110,0,195,262,0,0,0,147
0,26,115,44,96,46,131,105,0,132,109,0,0,0,66
0,36,40,61,107,31,146,140,0,137,191,0,0,0,185
0,72,62,107,83,82,232,280,0,365,398,0,0,0,258
0,32,41,40,92,24,103,53,0,147,258,0,0,1,132
0,14,14,14,50,33,93,29,0,63,98,5,0,0,70
0,86,78,72,48,32,112,106,0,138,239,0,4,0,75
0,66,11,46,43,105,74,86,0,80,267,0,0,0,102
0,45,81,79,94,71,177,187,0,174,183,0,0,0,71
0,119,605,219,369,119,263,848,0,524,551,0,0,0,258
0,64,59,171,115,45,226,321,0,179,219,0,0,0,218
0,126,192,276,308,147,310,366,0,431,381,0,0,0,195
0,0,0,46,0,108,83,64,0,360,112,0,0,0,103
0,113,168,255,173,59,163,644,0,400,972,0,0,0,245
0,101,221,200,276,137,317,670,0,441,515,0,0,0,308
0,110,670,267,326,138,245,826,0,388,536,0,0,0,409
0,15,13,123,365,70,139,98,0,325,83,0,0,0,270
0,294,1023,506,492,264,683,1850,0,895,863,0,0,0,636
0,52,0,200,169,241,390,510,0,918,449,0,0,0,1423
0,118,19,467,118,174,556,1351,0,514,1125,0,1,0,609
0,405,10,1463,656,584,3846,2390,0,1729,2918,0,0,0,3159
0,57,0,0,0,0,145,15,0,86,217,0,0,0,175
0,216,60,276,158,155,474,965,0,475,779,0,0,7,822
0,49,145,74,223,102,261,242,0,306,277,0,0,0,224
0,59,0,56,63,171,351,0,0,126,80,0,0,0,202
0,53,0,100,31,103,118,207,0,111,104,0,0,0,42
0,277,652,505,716,633,872,1172,0,1265,884,0,0,0,669
0,259,251,290,528,262,606,1235,0,966,1069,0,0,0,635
0,272,26,629,138,675,1201,727,0,869,887,0,0,0,858
0,76,150,194,150,145,270,899,0,445,200,0,0,0,188
0,136,90,344,208,201,542,717,0,714,818,0,0,0,462
0,116,39,404,129,259,731,1659,0,681,686,0,0,0,1444
0,112,342,154,113,48,348,602,0,459,894,0,0,0,233
0,200,627,213,392,117,577,651,0,940,898,0,0,0,460
0,51,35,15,72,25,87,33,0,109,123,0,0,0,125
0,215,216,394,298,270,1087,1055,0,1496,1419,0,0,0,951
0,138,136,183,57,136,477,431,0,299,626,0,0,0,345
0,33,24,88,229,32,82,67,0,160,119,0,0,0,375
1,15,44,8,77,23,51,17,0,84,101,0,0,0,95
0,61,162,95,138,69,343,361,0,306,366,0,0,0,188
0,114,605,139,122,96,175,811,0,412,485,0,0,0,248
0,231,289,316,164,368,773,492,0,745,1121,0,2,0,535
0,148,338,135,151,108,372,383,0,669,870,0,0,0,304
0,143,52,122,100,126,495,140,0,524,707,0,0,0,465
0,138,305,195,138,112,371,682,0,469,777,0,0,0,294
0,193,0,49,132,264,954,553,0,24,264,0,0,0,260
0,20,51,40,26,26,79,129,0,98,125,0,0,0,87
0,0,0,0,5,0,0,0,0,0,143,0,0,0,32
0,29,111,80,94,41,168,237,0,173,162,0,0,0,172
0,128,330,773,192,105,942,1366,0,569,890,0,0,0,579
0,138,0,418,82,36,344,253,0,292,1293,0,0,0,394
0,828,48,1723,478,285,5316,3610,0,1879,4229,0,0,0,3997
0,308,280,519,238,248,737,1094,0,852,1283,0,0,0,584
0,41,9,42,146,86,187,131,0,143,188,0,1,0,192
0,1293,0,0,764,0,3186,789,0,557,2668,0,0,0,893
0,556,66,863,103,565,2389,2762,0,1778,2396,0,0,0,1313
0,263,15,434,228,665,768,780,0,1279,1889,0,0,0,534
0,21,62,40,52,17,100,72,0,99,95,0,0,0,23
0,24,13,51,74,66,368,160,0,259,204,0,0,0,207
0,19,26,18,83,57,105,36,0,122,46,0,0,0,136
0,46,17,69,33,65,225,176,0,259,331,0,0,0,129
0,262,29,899,139,151,1234,1035,0,1458,3157,0,0,1,1337
0,52,48,95,23,65,178,175,0,289,277,0,0,0,111
0,8,2,14,11,29,139,45,0,134,81,0,0,0,26
0,59,109,102,64,78,263,226,0,263,235,0,0,0,172
0,83,12,80,33,25,126,457,0,318,444,0,0,0,515
0,52,402,69,42,30,113,401,0,104,55,0,0,0,91
0,176,31,265,313,343,1638,330,0,1287,1401,0,0,0,1663
0,23,106,32,70,62,121,93,0,144,189,0,0,0,71
0,43,37,21,97,49,62,90,0,239,222,0,0,0,77
0,36,103,66,60,69,121,79,0,258,326,0,0,0,134
0,171,50,210,178,264,959,322,0,728,626,0,0,0,639
0,30,76,32,14,42,128,189,0,116,166,0,0,0,50
0,32,15,44,25,32,125,76,0,106,204,0,0,0,136
0,116,10,151,74,133,550,294,0,446,449,0,0,0,267
0,50,229,72,87,80,136,139,0,184,250,0,0,0,119
0,13,20,33,128,4,81,68,0,134,114,0,0,0,60
0,8,1,5,5,8,21,34,0,26,33,0,0,0,21
0,99,291,241,354,458,639,395,0,1272,1286,0,0,0,530
0,247,89,396,179,240,472,539,0,1256,2456,0,0,0,1069
0,138,67,258,98,134,526,413,0,549,1016,0,0,0,531
0,107,23,195,317,135,491,283,6,862,865,0,0,1,660
0,39,0,50,118,39,186,353,0,53,65,0,6,0,539
0,158,519,96,256,124,374,470,0,570,555,0,0,0,518
0,185,184,262,255,279,800,738,0,715,713,0,0,0,252
0,107,0,126,54,169,642,531,0,436,306,0,0,0,343
0,15,0,4,31,11,38,16,0,55,17,0,0,0,42
0,33,6,10,4,47,81,49,0,139,77,0,0,0,66
0,97,159,107,243,169,384,283,0,396,300,0,0,0,349
0,78,118,71,74,81,244,217,0,117,122,0,0,0,166
0,17,3,12,33,0,41,8,0,100,96,0,0,0,66
0,46,60,33,70,33,90,80,0,106,149,0,0,0,59
0,43,179,37,63,0,52,180,0,115,127,0,0,0,65
0,7,0,6,3,10,16,11,0,19,20,0,0,0,30
0,94,360,91,121,68,151,372,0,230,188,0,0,0,155
0,93,113,99,112,129,259,355,0,375,322,0,0,0,181
0,53,1,59,50,127,194,165,0,213,203,0,0,0,89
0,155,64,99,150,87,396,341,1,319,331,0,13,0,283
0,309,321,209,186,214,684,1272,0,973,1169,0,0,0,561
0,44,159,43,58,23,106,267,0,71,105,0,0,0,49
0,22,67,40,44,33,63,223,0,109,110,0,0,0,52
0,30,4,18,31,12,28,80,0,56,53,0,0,0,46
0,24,91,33,50,24,80,112,0,143,225,1,0,0,72
0,35,61,66,113,74,174,140,0,189,183,0,1,0,219
0,120,7,345,94,102,519,1503,0,513,671,0,0,0,962
0,11,0,25,1,17,14,10,0,29,65,0,0,0,44
0,150,1199,259,251,157,285,1724,0,390,407,0,0,0,346
0,11,0,6,32,11,25,33,0,51,45,0,0,0,44
0,0,58,17,20,10,27,19,0,7,44,0,0,0,30
0,1,31,1,55,22,118,52,0,57,24,0,0,0,109
0,8,8,5,15,17,15,28,0,40,36,0,0,0,15
0,0,83,45,37,100,100,97,0,161,126,0,0,0,106
0,40,380,91,61,59,193,664,0,185,175,0,0,0,247
0,0,0,117,66,0,3,42,0,44,116,0,0,0,198
0,16,44,15,27,18,71,84,0,83,100,0,0,0,67
0,9,9,33,54,15,39,84,0,72,52,0,0,0,47
0,134,12,146,24,172,453,231,0,388,386,0,0,0,329
0,13,0,0,49,11,0,0,0,31,14,0,0,0,75
0,26,0,21,17,8,8,33,0,25,17,0,0,0,32
0,50,163,88,60,73,116,349,0,199,313,0,0,0,167
0,17,0,36,28,86,216,119,0,256,185,0,0,0,94
0,54,45,43,83,72,126,128,0,240,166,0,0,0,94
0,26,323,71,75,24,56,147,0,88,160,0,0,0,55
0,35,34,18,59,29,57,71,0,92,128,0,0,0,58
0,1,13,9,7,4,15,18,0,5,9,0,0,0,6
0,52,15,64,25,81,60,235,0,99,64,0,0,0,170
0,8,12,10,15,16,21,56,0,32,45,0,0,0,37
0,34,288,50,143,51,89,165,0,114,84,0,0,0,156
0,61,192,164,87,91,213,858,0,200,171,0,0,0,360
2,167,98,148,82,213,681,427,0,490,438,0,0,1,584
0,87,161,48,93,66,169,31,0,215,210,0,0,0,94
0,73,9,33,34,64,140,108,0,243,273,0,0,0,48
0,100,207,54,85,72,141,233,0,260,270,0,0,0,154
0,38,12,50,34,25,97,77,0,129,191,0,3,0,86
0,13,2,13,6,26,121,55,0,46,54,0,0,0,40
